case_id,post_date,pelosi_probe,cheney_probe,brown_probe,roberts_probe,brown_code1,brown_code2,brown_code3,brown_code4,brown_code5,cheney_code1,cheney_code2,cheney_code3,cheney_code4,cheney_code5,pelosi_code1,pelosi_code2,pelosi_code3,pelosi_code4,pelosi_code5,roberts_code1,roberts_code2,roberts_code3,roberts_code4,roberts_code5,brown_level1,brown_level2,cheney_level1,cheney_level2,pelosi_level1,pelosi_level2,roberts_level1,roberts_level2
563,2008-12-06,1,1,5,5,95,98,98,98,98,95,96,98,98,98,95,96,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
564,2008-11-22,1,1,1,1,24,95,97,98,98,4,98,98,98,98,24,98,98,98,98,95,97,98,98,98,0,0,1,0,0,0,0,0
565,2008-11-21,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
566,2008-11-24,1,1,1,1,24,95,98,98,98,4,98,98,98,98,16,24,95,97,98,95,97,98,98,98,0,0,1,0,1,0,0,0
568,2008-11-24,1,1,1,1,24,95,98,98,98,4,24,98,98,98,16,98,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
569,2008-12-03,5,5,5,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,95,96,98,98,98,0,0,1,0,1,0,0,0
570,2008-11-23,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
571,2008-11-23,1,1,1,1,24,95,98,98,98,4,98,98,98,98,24,95,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
572,2008-12-11,5,5,5,5,4,98,98,98,98,4,98,98,98,98,1,98,98,98,98,4,98,98,98,98,1,0,1,0,1,0,1,0
573,2008-12-01,1,1,1,1,24,98,98,98,98,4,98,98,98,98,1,11,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
574,2008-11-22,1,1,1,1,95,98,98,98,98,,,,,,1,98,98,98,98,1,97,98,98,98,0,0,,,1,0,1,0
575,2008-11-29,1,1,1,1,24,95,98,98,98,4,98,98,98,98,24,95,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
576,2008-11-23,1,1,1,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,14,95,98,98,98,0,0,1,0,1,0,1,0
577,2008-11-24,1,1,1,1,24,95,98,98,98,4,98,98,98,98,1,95,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
578,2008-11-20,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
579,2008-11-23,1,1,1,1,24,95,98,98,98,4,98,98,98,98,24,95,98,98,98,14,95,98,98,98,0,0,1,0,0,0,1,0
580,2008-11-06,1,1,1,1,95,97,98,98,98,23,98,98,98,98,95,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
581,2008-11-24,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,97,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
582,2008-11-12,1,1,1,1,96,98,98,98,98,96,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
583,2008-11-12,1,1,1,1,95,98,98,98,98,4,97,98,98,98,1,16,24,98,98,96,98,98,98,98,0,0,1,0,1,0,0,0
584,2008-11-13,1,1,1,1,96,98,98,98,98,95,97,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
585,2008-11-17,1,5,1,1,95,98,98,98,98,4,98,98,98,98,1,97,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
586,2008-11-20,1,1,1,1,97,98,98,98,98,97,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
587,2008-11-18,5,5,1,5,24,95,97,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
588,2008-11-15,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
589,2008-11-15,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,24,98,98,98,96,98,98,98,98,0,0,1,0,1,0,0,0
590,2008-12-04,1,5,1,1,24,95,96,98,98,4,98,98,98,98,95,96,98,98,98,95,96,98,98,98,0,0,1,0,0,0,0,0
591,2008-11-15,1,1,1,1,96,98,98,98,98,97,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
592,2008-12-09,1,1,1,1,24,95,96,98,98,4,23,96,98,98,95,96,98,98,98,95,96,98,98,98,0,0,1,0,0,0,0,0
593,2008-11-22,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,24,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
595,2008-11-15,1,1,1,1,96,98,98,98,98,95,97,98,98,98,96,98,98,98,98,95,96,97,98,98,0,0,0,0,0,0,0,0
596,2008-12-13,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
597,2008-11-10,5,5,5,1,1,96,98,98,98,24,96,98,98,98,1,98,98,98,98,95,96,98,98,98,1,0,0,0,1,0,0,0
598,2008-11-08,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,96,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
599,2008-11-11,5,5,1,5,95,96,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,0,0,1,0,1,0,1,0
600,2008-11-11,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
602,2008-11-11,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
603,2008-12-17,5,5,1,1,4,97,98,98,98,4,98,98,98,98,1,98,98,98,98,95,96,98,98,98,1,0,1,0,1,0,0,0
604,2008-11-08,1,1,1,1,24,95,98,98,98,4,95,96,98,98,24,95,96,98,98,24,95,96,98,98,0,0,1,0,0,0,0,0
605,2008-12-16,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,97,98,98,98,98,0,0,1,0,0,0,0,0
606,2008-12-10,5,1,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
607,2008-11-14,1,1,1,1,95,96,98,98,98,95,96,98,98,98,95,98,98,98,98,95,96,98,98,98,0,0,0,0,0,0,0,0
608,2008-11-11,5,5,5,1,1,24,98,98,98,4,98,98,98,98,1,98,98,98,98,23,24,98,98,98,1,0,1,0,1,0,0,0
609,2008-11-09,5,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,96,98,98,98,98,1,0,1,0,1,0,0,0
611,2008-12-16,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
613,2008-11-12,1,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,1,0,1,0,1,0,0,0
614,2008-12-20,1,5,1,1,95,96,98,98,98,4,98,98,98,98,16,24,95,96,98,23,95,96,97,98,0,0,1,0,1,0,0,0
615,2008-12-29,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,95,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
616,2008-11-08,1,1,1,1,96,98,98,98,98,4,98,98,98,98,96,98,98,98,98,96,98,98,98,98,0,0,1,0,0,0,0,0
617,2008-11-15,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
618,2008-11-13,1,1,1,1,96,98,98,98,98,95,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
622,2008-11-29,1,1,1,1,96,98,98,98,98,4,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,1,0,0,0,0,0
623,2008-12-06,1,1,1,1,95,98,98,98,98,95,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
624,2008-11-19,5,5,1,5,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,0,0,1,0,1,0,1,0
625,2008-11-08,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
626,2008-11-08,1,1,1,1,24,98,98,98,98,4,98,98,98,98,11,98,98,98,98,95,96,97,98,98,0,0,1,0,1,0,0,0
627,2008-12-18,1,5,1,1,24,95,96,98,98,4,98,98,98,98,24,95,96,98,98,24,95,96,98,98,0,0,1,0,0,0,0,0
629,2008-12-24,5,5,5,1,95,96,97,98,98,4,98,98,98,98,11,98,98,98,98,24,95,96,98,98,0,0,1,0,1,0,0,0
630,2008-11-09,5,5,1,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
631,2008-11-25,1,5,5,1,95,96,98,98,98,4,98,98,98,98,95,96,98,98,98,95,96,98,98,98,0,0,1,0,0,0,0,0
632,2008-11-13,1,1,1,1,24,95,98,98,98,4,98,98,98,98,24,98,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
633,2008-11-24,1,1,1,1,95,98,98,98,98,95,96,98,98,98,95,96,98,98,98,95,96,98,98,98,0,0,0,0,0,0,0,0
634,2008-11-24,5,5,1,1,95,96,98,98,98,4,98,98,98,98,1,98,98,98,98,24,97,98,98,98,0,0,1,0,1,0,0,0
636,2008-11-11,1,5,1,1,24,95,98,98,98,4,98,98,98,98,23,95,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
637,2008-11-10,5,1,1,1,95,98,98,98,98,95,98,98,98,98,11,98,98,98,98,95,98,98,98,98,0,0,0,0,1,0,0,0
638,2008-11-13,1,5,1,1,24,95,97,98,98,4,98,98,98,98,24,98,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
639,2008-11-14,5,5,1,1,95,96,98,98,98,4,98,98,98,98,24,97,98,98,98,95,96,97,98,98,0,0,1,0,0,0,0,0
640,2008-11-21,1,5,1,1,24,95,96,98,98,24,98,98,98,98,24,95,98,98,98,95,96,98,98,98,0,0,0,0,0,0,0,0
641,2008-11-18,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
642,2008-11-22,1,5,1,1,24,98,98,98,98,4,98,98,98,98,16,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
643,2008-12-06,1,5,1,1,24,95,96,98,98,4,98,98,98,98,95,96,98,98,98,95,96,98,98,98,0,0,1,0,0,0,0,0
644,2008-11-17,1,5,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
645,2008-11-08,5,5,1,1,,,,,,4,98,98,98,98,11,98,98,98,98,24,98,98,98,98,,,1,0,1,0,0,0
646,2008-11-15,5,5,5,5,,,,,,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,,,1,0,1,0,0,0
648,2008-11-19,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
649,2008-11-17,1,5,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
650,2008-12-03,1,5,1,1,95,96,98,98,98,4,98,98,98,98,16,24,95,96,98,95,96,98,98,98,0,0,1,0,1,0,0,0
651,2008-11-15,1,5,1,5,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
652,2008-12-05,1,1,1,1,95,96,97,98,98,23,95,96,98,98,95,96,98,98,98,95,96,98,98,98,0,0,0,0,0,0,0,0
653,2008-11-14,1,5,1,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,1,98,98,98,98,0,0,1,0,0,0,1,0
654,2008-11-08,1,1,1,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
655,2008-11-10,1,5,5,5,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
656,2008-11-07,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,1,0,1,0,1,0,1,0
657,2008-12-12,1,1,1,1,95,96,98,98,98,95,96,97,98,98,95,96,98,98,98,95,96,98,98,98,0,0,0,0,0,0,0,0
658,2008-11-29,1,5,1,1,95,96,98,98,98,4,98,98,98,98,24,95,96,98,98,95,96,97,98,98,0,0,1,0,0,0,0,0
659,2008-11-12,1,1,1,1,24,98,98,98,98,24,98,98,98,98,16,98,98,98,98,24,98,98,98,98,0,0,0,0,1,0,0,0
660,2008-11-11,1,5,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
661,2008-11-19,1,1,1,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
662,2008-12-15,5,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,97,98,98,98,1,0,1,0,1,0,0,0
664,2008-12-15,5,5,1,1,95,96,98,98,98,4,98,98,98,98,1,98,98,98,98,95,96,98,98,98,0,0,1,0,1,0,0,0
665,2008-12-06,1,5,1,1,95,96,98,98,98,,,,,,95,96,98,98,98,95,96,98,98,98,0,0,,,0,0,0,0
666,2008-11-22,1,1,1,1,97,98,98,98,98,4,98,98,98,98,97,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
667,2008-11-24,5,5,1,1,95,98,98,98,98,4,98,98,98,98,11,98,98,98,98,23,95,98,98,98,0,0,1,0,1,0,0,0
668,2008-11-08,1,5,5,1,24,98,98,98,98,4,21,98,98,98,1,15,16,98,98,95,98,98,98,98,0,0,1,1,1,1,0,0
669,2008-12-04,1,5,1,1,95,96,98,98,98,4,98,98,98,98,95,96,98,98,98,24,95,96,97,98,0,0,1,0,0,0,0,0
670,2008-11-08,1,5,5,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,14,98,98,98,98,0,0,0,0,0,0,1,0
671,2008-11-09,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
672,2008-11-13,1,1,1,1,95,98,98,98,98,97,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
673,2008-11-12,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
674,2008-11-20,1,5,1,1,95,98,98,98,98,4,98,98,98,98,23,24,98,98,98,96,98,98,98,98,0,0,1,0,0,0,0,0
675,2008-11-25,5,5,1,1,1,98,98,98,98,4,98,98,98,98,15,24,98,98,98,96,98,98,98,98,1,0,1,0,0,1,0,0
676,2008-11-21,5,5,1,1,1,95,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,1,0,1,0,1,0,0,0
678,2008-11-12,5,5,1,1,95,98,98,98,98,21,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,0,1,1,0,0,0
679,2008-11-10,5,1,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
680,2008-11-25,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,96,98,98,98,98,0,0,1,0,1,0,0,0
681,2008-11-05,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,1,0,1,0,1,0,1,0
682,2008-11-05,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
683,2008-11-09,1,5,1,1,95,98,98,98,98,4,98,98,98,98,24,95,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
684,2008-11-18,1,5,5,1,95,98,98,98,98,4,98,98,98,98,95,97,98,98,98,14,95,98,98,98,0,0,1,0,0,0,1,0
685,2008-11-10,5,5,1,1,4,98,98,98,98,4,98,98,98,98,1,24,98,98,98,11,98,98,98,98,1,0,1,0,1,0,1,0
686,2008-11-05,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
688,2008-11-11,5,5,1,5,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
689,2008-12-09,5,5,1,5,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,4,14,98,98,98,0,0,1,0,1,0,1,0
690,2008-12-12,1,5,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
691,2008-11-10,1,5,1,1,95,97,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
692,2008-12-05,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,97,98,98,98,0,0,1,0,0,0,0,0
693,2008-12-09,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
694,2008-12-10,5,5,1,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,23,95,98,98,98,0,0,1,0,1,0,0,0
695,2008-11-17,5,5,5,1,24,98,98,98,98,4,98,98,98,98,1,95,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
696,2008-11-24,5,5,1,1,24,95,97,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
697,2008-12-03,1,1,5,1,24,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
698,2008-11-09,5,5,1,5,95,98,98,98,98,4,98,98,98,98,1,24,97,98,98,24,97,98,98,98,0,0,1,0,1,0,0,0
699,2008-11-22,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
700,2008-11-28,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
701,2008-11-29,5,5,1,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
702,2008-12-12,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
703,2008-12-03,1,1,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
704,2008-11-17,5,5,5,1,24,95,97,98,98,4,98,98,98,98,11,24,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
705,2008-11-29,5,5,1,1,95,96,97,98,98,4,98,98,98,98,1,98,98,98,98,95,97,98,98,98,0,0,1,0,1,0,0,0
706,2008-11-10,5,5,1,1,24,97,98,98,98,4,98,98,98,98,1,98,98,98,98,24,95,97,98,98,0,0,1,0,1,0,0,0
707,2008-12-27,1,5,5,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
708,2008-12-01,1,5,1,1,24,95,97,98,98,4,98,98,98,98,24,95,97,98,98,24,95,97,98,98,0,0,1,0,0,0,0,0
709,2008-11-08,1,5,5,5,24,98,98,98,98,24,98,98,98,98,16,95,97,98,98,24,97,98,98,98,0,0,0,0,1,0,0,0
710,2008-11-29,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
711,2008-12-02,1,5,1,1,24,95,96,97,98,24,98,98,98,98,24,95,96,97,98,24,95,96,97,98,0,0,0,0,0,0,0,0
712,2008-11-08,1,5,5,5,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
713,2008-11-18,5,5,5,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
714,2008-11-23,1,1,5,5,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
715,2008-11-21,1,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
716,2008-12-19,1,5,1,1,95,96,97,98,98,24,96,98,98,98,95,96,97,98,98,95,96,97,98,98,0,0,0,0,0,0,0,0
718,2008-12-06,5,5,1,5,95,96,97,98,98,4,98,98,98,98,1,98,98,98,98,24,96,98,98,98,0,0,1,0,1,0,0,0
720,2008-11-11,5,5,1,5,24,98,98,98,98,24,98,98,98,98,16,98,98,98,98,24,98,98,98,98,0,0,0,0,1,0,0,0
721,2008-12-27,5,1,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
722,2008-12-15,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
724,2008-11-07,5,5,5,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
725,2008-11-23,5,5,1,5,24,95,97,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
727,2008-11-17,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
729,2008-11-12,1,1,1,1,24,98,98,98,98,24,98,98,98,98,23,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
731,2008-12-02,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,95,97,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
732,2008-11-12,1,5,1,5,95,98,98,98,98,4,98,98,98,98,12,21,98,98,98,14,97,98,98,98,0,0,1,0,0,1,1,0
733,2008-12-14,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,97,98,98,98,0,0,1,0,1,0,0,0
734,2008-11-18,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
735,2008-11-09,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,97,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
736,2008-11-09,1,5,1,1,96,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
738,2008-11-15,5,5,1,1,95,98,98,98,98,4,98,98,98,98,16,24,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
739,2008-11-28,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
740,2008-11-18,1,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
741,2008-11-15,1,1,1,1,24,95,96,98,98,4,98,98,98,98,95,96,98,98,98,95,97,98,98,98,0,0,1,0,0,0,0,0
742,2008-11-12,1,5,1,1,95,98,98,98,98,4,98,98,98,98,24,97,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
743,2008-11-14,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
744,2008-11-18,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
746,2008-12-04,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,97,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
747,2008-11-23,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
748,2008-11-18,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
749,2008-11-11,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
750,2008-11-11,1,1,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,0,0,1,0,1,0,1,0
751,2008-11-09,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
752,2008-11-08,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
753,2008-11-10,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
754,2008-11-15,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
756,2008-12-08,1,1,1,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
757,2008-12-09,1,1,1,1,24,95,98,98,98,24,95,98,98,98,24,95,97,98,98,24,95,97,98,98,0,0,0,0,0,0,0,0
758,2008-11-15,1,1,1,1,24,95,97,98,98,1,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
759,2008-11-09,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
760,2008-11-19,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
761,2008-12-11,1,1,1,1,95,98,98,98,98,4,97,98,98,98,16,95,98,98,98,24,95,97,98,98,0,0,1,0,1,0,0,0
762,2008-11-15,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,97,98,98,98,95,96,98,98,98,0,0,1,0,1,0,0,0
763,2008-12-11,1,1,1,1,95,97,98,98,98,4,95,97,98,98,16,95,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
764,2008-11-07,5,1,1,1,95,97,98,98,98,24,98,98,98,98,95,97,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
765,2008-11-11,5,5,1,5,24,95,97,98,98,4,98,98,98,98,12,97,98,98,98,24,95,97,98,98,0,0,1,0,0,1,0,0
766,2008-11-08,1,1,1,1,95,96,98,98,98,95,96,98,98,98,95,96,98,98,98,95,96,98,98,98,0,0,0,0,0,0,0,0
767,2008-11-16,5,5,1,1,24,96,98,98,98,4,96,98,98,98,1,96,98,98,98,24,96,98,98,98,0,0,1,0,1,0,0,0
768,2008-12-22,5,5,1,5,24,95,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
769,2008-11-13,1,5,5,1,24,98,98,98,98,4,98,98,98,98,16,96,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
770,2008-12-17,5,5,1,1,24,95,98,98,98,24,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
772,2008-12-10,1,5,1,1,24,95,98,98,98,24,95,97,98,98,95,97,98,98,98,24,95,97,98,98,0,0,0,0,0,0,0,0
774,2008-11-08,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
775,2008-12-05,1,5,1,1,95,98,98,98,98,4,24,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
