case_id,post_date,pelosi_probe,cheney_probe,brown_probe,roberts_probe,brown_code1,brown_code2,brown_code3,brown_code4,brown_code5,cheney_code1,cheney_code2,cheney_code3,cheney_code4,cheney_code5,pelosi_code1,pelosi_code2,pelosi_code3,pelosi_code4,pelosi_code5,roberts_code1,roberts_code2,roberts_code3,roberts_code4,roberts_code5,brown_level1,brown_level2,cheney_level1,cheney_level2,pelosi_level1,pelosi_level2,roberts_level1,roberts_level2
45,2008-12-02,5,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
46,2008-12-17,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
47,2008-12-11,5,5,1,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
48,2008-11-11,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,1,0,1,0,1,0,1,0
49,2008-11-11,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
50,2008-12-15,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
51,2008-11-24,5,5,5,5,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
52,2008-12-15,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
54,2008-11-22,1,5,5,5,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
55,2008-11-20,5,5,5,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
56,2008-11-12,1,5,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
57,2008-12-16,1,5,5,5,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
59,2008-11-18,1,1,1,5,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
60,2008-11-13,1,1,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
61,2008-11-26,5,1,5,5,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
62,2008-12-13,1,1,1,5,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
63,2008-12-19,1,1,1,5,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
64,2008-11-15,5,5,1,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
65,2008-12-02,5,5,5,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
66,2008-11-11,5,5,5,1,1,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,1,0,1,0,0,0,0,0
67,2008-11-07,5,5,1,1,95,97,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
68,2008-11-17,5,5,5,5,1,98,98,98,98,4,98,98,98,98,11,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
69,2008-11-21,5,5,1,5,95,98,98,98,98,4,98,98,98,98,1,16,24,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
71,2008-11-26,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
72,2008-11-19,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
73,2008-11-21,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
74,2008-11-08,1,1,5,5,95,98,98,98,98,95,98,98,98,98,95,96,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
75,2008-11-09,1,1,1,1,24,95,97,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
76,2008-12-12,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
77,2008-11-08,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,16,24,98,98,24,98,98,98,98,1,0,1,0,1,0,0,0
78,2008-12-07,5,5,5,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
79,2008-11-16,5,5,1,5,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
80,2008-11-19,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
81,2008-12-13,1,1,1,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
82,2008-11-19,1,1,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
83,2008-11-17,1,1,1,1,95,98,98,98,98,24,95,98,98,98,11,98,98,98,98,95,98,98,98,98,0,0,0,0,1,0,0,0
85,2008-11-29,1,1,1,1,95,98,98,98,98,4,98,98,98,98,12,24,98,98,98,95,98,98,98,98,0,0,1,0,0,1,0,0
86,2008-12-12,1,1,1,1,95,98,98,98,98,24,95,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
87,2008-11-19,1,1,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
88,2008-12-05,1,1,1,1,24,98,98,98,98,24,98,98,98,98,24,95,98,98,98,14,98,98,98,98,0,0,0,0,0,0,1,0
89,2008-11-26,1,1,1,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
90,2008-12-22,1,1,1,1,95,98,98,98,98,95,97,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
92,2008-12-06,1,1,1,1,24,95,98,98,98,4,98,98,98,98,24,95,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
93,2008-12-03,1,1,1,1,24,95,98,98,98,4,98,98,98,98,24,95,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
94,2008-11-26,1,1,1,1,95,98,98,98,98,95,98,98,98,98,24,95,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
95,2008-11-30,1,1,1,1,95,98,98,98,98,24,98,98,98,98,95,96,97,98,98,95,97,98,98,98,0,0,0,0,0,0,0,0
96,2008-11-12,1,1,1,1,24,98,98,98,98,24,98,98,98,98,16,98,98,98,98,24,98,98,98,98,0,0,0,0,1,0,0,0
98,2008-11-15,1,1,1,1,24,98,98,98,98,4,98,98,98,98,95,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
99,2008-11-29,1,1,1,1,24,95,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
101,2008-11-15,1,1,1,1,24,95,97,98,98,4,98,98,98,98,16,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
103,2008-11-10,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
104,2008-12-10,1,1,1,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,11,98,98,98,98,1,0,1,0,1,0,1,0
105,2008-12-02,1,1,1,1,96,98,98,98,98,96,98,98,98,98,95,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
106,2008-12-06,1,1,1,1,95,96,98,98,98,4,98,98,98,98,1,98,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
107,2008-11-21,1,5,1,1,24,98,98,98,98,4,98,98,98,98,16,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
108,2008-11-17,5,5,5,5,24,98,98,98,98,4,98,98,98,98,16,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
109,2008-11-16,1,1,1,1,24,98,98,98,98,4,98,98,98,98,24,95,97,98,98,95,97,98,98,98,0,0,1,0,0,0,0,0
110,2008-11-10,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
111,2008-11-17,1,1,1,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
112,2008-12-06,1,5,5,5,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
113,2008-11-09,1,1,1,1,24,97,98,98,98,24,98,98,98,98,16,95,98,98,98,24,98,98,98,98,0,0,0,0,1,0,0,0
114,2008-11-17,1,1,1,1,24,95,98,98,98,24,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
115,2008-11-10,1,1,1,5,95,98,98,98,98,95,98,98,98,98,24,95,97,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
116,2008-11-15,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
117,2008-12-05,1,1,1,1,24,98,98,98,98,4,98,98,98,98,95,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
118,2008-11-07,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,97,98,98,98,0,0,1,0,0,0,0,0
119,2008-12-21,1,1,1,1,95,98,98,98,98,4,98,98,98,98,95,97,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
120,2008-11-08,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
121,2008-11-09,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
122,2008-11-24,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
123,2008-11-13,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,96,98,98,98,0,0,1,0,0,0,0,0
124,2008-11-24,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
125,2008-11-11,5,5,1,1,24,95,98,98,98,4,98,98,98,98,16,98,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
126,2008-11-19,5,5,1,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
127,2008-12-18,1,1,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
128,2008-12-29,1,5,1,1,95,98,98,98,98,24,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
129,2008-11-11,1,1,1,1,95,97,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
130,2008-11-06,5,5,1,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,,,,,,0,0,1,0,0,0,,
131,2008-11-29,5,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
132,2008-11-24,5,5,1,5,1,98,98,98,98,4,98,98,98,98,24,98,98,98,98,14,98,98,98,98,1,0,1,0,0,0,1,0
133,2008-12-15,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
134,2008-12-09,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
135,2008-12-05,1,5,1,1,24,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
137,2008-11-09,5,1,5,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
138,2008-12-07,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
139,2008-11-12,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,1,0,1,0,1,0,1,0
141,2008-11-09,5,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,1,0,1,0,1,0,0,0
144,2008-12-20,5,5,5,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
145,2008-11-23,1,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
146,2008-12-17,5,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,1,0,1,0,1,0,0,0
147,2008-11-14,5,5,1,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
148,2008-11-24,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
149,2008-12-03,1,1,1,1,95,98,98,98,98,24,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
150,2008-12-08,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
151,2008-11-20,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
152,2008-12-09,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
153,2008-11-21,5,5,5,1,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,1,0,1,0,1,0,1,0
155,2008-12-18,1,1,5,1,24,98,98,98,98,24,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
156,2008-12-01,5,5,5,1,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
157,2008-11-24,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
158,2008-11-12,5,5,1,1,24,98,98,98,98,4,98,98,98,98,1,16,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
160,2008-12-08,1,1,1,1,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
161,2008-11-08,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
162,2008-11-18,1,5,1,5,95,98,98,98,98,24,98,98,98,98,95,98,98,98,98,24,97,98,98,98,0,0,0,0,0,0,0,0
163,2008-12-13,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
164,2008-11-08,1,1,1,1,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
165,2008-11-22,1,5,1,1,95,98,98,98,98,4,98,98,98,98,95,98,98,98,98,24,95,98,98,98,0,0,1,0,0,0,0,0
166,2008-12-14,5,5,1,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
167,2008-11-08,1,1,5,5,95,98,98,98,98,24,97,98,98,98,96,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
168,2008-11-09,5,5,5,5,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
169,2008-11-11,5,5,5,5,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
170,2008-11-07,5,5,5,5,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
171,2008-12-23,5,1,1,5,95,98,98,98,98,24,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
172,2008-11-15,5,5,5,5,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
173,2008-11-13,5,1,1,1,95,98,98,98,98,95,98,98,98,98,24,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
174,2008-11-19,5,5,1,1,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,14,95,96,98,98,0,0,1,0,0,0,1,0
175,2008-11-14,5,5,1,1,24,95,98,98,98,4,24,98,98,98,1,24,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
176,2008-11-10,5,5,1,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
177,2008-11-21,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
178,2008-11-17,1,5,1,1,95,98,98,98,98,4,98,98,98,98,1,95,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
179,2008-11-15,5,5,5,5,1,98,98,98,98,4,98,98,98,98,1,98,98,98,98,1,98,98,98,98,1,0,1,0,1,0,1,0
180,2008-11-10,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
181,2008-11-10,5,5,1,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
182,2008-11-22,5,5,1,1,24,95,98,98,98,4,98,98,98,98,1,24,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
183,2008-11-11,5,5,1,1,95,97,98,98,98,4,24,98,98,98,12,15,24,98,98,24,95,98,98,98,0,0,1,0,0,1,0,0
184,2008-11-14,1,1,1,1,95,98,98,98,98,4,24,95,98,98,95,98,98,98,98,95,98,98,98,98,0,0,1,0,0,0,0,0
185,2008-11-09,1,5,1,1,24,95,98,98,98,4,98,98,98,98,1,16,95,97,98,24,95,98,98,98,0,0,1,0,1,0,0,0
186,2008-11-10,1,5,1,1,24,95,98,98,98,4,97,98,98,98,95,97,98,98,98,24,95,97,98,98,0,0,1,0,0,0,0,0
187,2008-11-15,5,1,5,5,96,98,98,98,98,95,98,98,98,98,96,98,98,98,98,96,98,98,98,98,0,0,0,0,0,0,0,0
188,2008-12-07,5,5,5,5,24,98,98,98,98,4,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
189,2008-11-10,5,5,5,5,95,98,98,98,98,4,98,98,98,98,12,98,98,98,98,95,98,98,98,98,0,0,1,0,0,1,0,0
190,2008-11-13,1,1,1,1,24,95,98,98,98,24,95,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
192,2008-11-10,5,5,5,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
193,2008-11-20,1,5,1,5,95,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
194,2008-12-08,1,1,1,1,24,95,97,98,98,24,98,98,98,98,95,98,98,98,98,95,98,98,98,98,0,0,0,0,0,0,0,0
195,2008-12-13,1,5,5,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
196,2008-11-08,5,5,5,5,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,95,98,98,98,98,0,0,1,0,1,0,0,0
197,2008-11-18,5,5,5,5,24,98,98,98,98,24,98,98,98,98,95,98,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
198,2008-11-17,5,5,1,5,24,95,98,98,98,4,98,98,98,98,11,24,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
199,2008-11-23,1,5,1,5,24,98,98,98,98,4,98,98,98,98,24,98,98,98,98,24,98,98,98,98,0,0,1,0,0,0,0,0
200,2008-12-02,5,1,5,1,24,98,98,98,98,1,98,98,98,98,1,98,98,98,98,14,98,98,98,98,0,0,1,0,1,0,1,0
201,2008-11-05,1,1,1,1,24,96,98,98,98,24,98,98,98,98,24,95,98,98,98,24,98,98,98,98,0,0,0,0,0,0,0,0
202,2008-12-02,5,5,1,1,95,98,98,98,98,4,98,98,98,98,1,98,98,98,98,24,98,98,98,98,0,0,1,0,1,0,0,0
203,2008-11-18,1,5,1,1,24,95,98,98,98,4,24,98,98,98,1,95,98,98,98,24,95,98,98,98,0,0,1,0,1,0,0,0
